name,make,model,body,position,wing,tail,engine,engine_count,wing_span,length,height
AEROSPATIALE AStar,AEROSPATIALE,AS-350 Ecureuil,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Single,10.69 m,12.93 m,3.03 m
AEROSPATIALE Ecureuil,AEROSPATIALE,AS-350 Ecureuil,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Single,10.69 m,12.93 m,3.03 m
AEROSPATIALE Fennec (AS-550),AEROSPATIALE,AS-350 Ecureuil,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Single,10.69 m,12.93 m,3.03 m
AEROSPATIALE AS-355 Ecureuil 2,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
HELIBRAS VH-55 Esquilo,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
HELIBRAS CH-55 Esquilo,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
HELIBRAS UH-13 Esquilo,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
HELIBRAS HB-355 Esquilo,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
HELIBRAS Esquilo (HB-355),AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
EUROCOPTER AS-355 TwinStar,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
EUROCOPTER AS-555 Fennec,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
EUROCOPTER Ecureuil 2,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
EUROCOPTER TwinStar,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
EUROCOPTER Fennec (AS-555),AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
EUROCOPTER Twin Squirrel,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
EUROCOPTER AS-355 Ecureuil 2,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
AEROSPATIALE TwinStar,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
AEROSPATIALE AS-355 Ecureuil 2,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
AEROSPATIALE AS-355 TwinStar,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
AEROSPATIALE AS-555 Fennec,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
AEROSPATIALE Ecureuil 2,AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
AEROSPATIALE Fennec (AS-555),AEROSPATIALE,AS-355 Ecureuil 2,,Three-blade main rotor,Rotary,Two-blade tail rotor,Turboshaft,Multi,10.69 m,12.94 m,3.03 m
AEROSPATIALE AS-365 Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
VOUGHT SA-366 Panther 800,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
VOUGHT Panther 800,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HELIBRAS Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HELIBRAS Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HELIBRAS AS-365 Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HELIBRAS AS-565 Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HELIBRAS HM-1 Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HARBIN Z-9 Haitun,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HARBIN WZ-9 Haitun,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HARBIN H-425 Haitun,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HARBIN H-410 Haitun,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
HARBIN Haitun,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
EUROCOPTER Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
EUROCOPTER Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
EUROCOPTER HM-1 Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
EUROCOPTER AS-365 Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
EUROCOPTER AS-565 Atalef,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
EUROCOPTER AS-565 Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
EUROCOPTER Atalef,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
"AEROSPATIALE Dauphin 2 (AS-365, SA-365F/N)",AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE SA-365F Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE HH-65 Dolphin,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE SA-365K Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE SA-365M Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE SA-365N Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE SA-366 Dolphin,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE AS-366 Dolphin,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE AS-565 Panther,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE AS-365 Dauphin 2,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE Dolphin,AEROSPATIALE,AS-365 Dauphin 2,,Four-blade main rotor,Rotary,Eight-bladed fan tail,Turboshaft,Multi,11.50 m,13.20 m,3.50 m
AEROSPATIALE Super Frelon,AEROSPATIALE,Super Frelon,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,23.03 m,6.66 m
SUD SA-321 Super Frelon,AEROSPATIALE,Super Frelon,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,23.03 m,6.66 m
SUD Super Frelon,AEROSPATIALE,Super Frelon,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,23.03 m,6.66 m
CHANGHE Z-8,AEROSPATIALE,Super Frelon,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,23.03 m,6.66 m
AEROSPATIALE SA-321 Super Frelon,AEROSPATIALE,Super Frelon,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,23.03 m,6.66 m
AEROSPATIALE Super Frelon,AEROSPATIALE,Super Frelon,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboshaft,Multi,18.90 m,23.03 m,6.66 m
AEROSPATIALE SA-341 Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
WESTLAND Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SUD SA-341 Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SUD SA-342 Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SUD Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SOKO Partizan,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SOKO SA-341 Partizan,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SOKO SA-342 Partizan,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SOKO HO-42 Partizan,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SOKO HN-45 Partizan,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SOKO HN-42 Partizan,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
SOKO H-45 Partizan,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
EUROCOPTER Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
EUROCOPTER SA-342 Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
AEROSPATIALE SA-341 Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
AEROSPATIALE SA-342 Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
AEROSPATIALE Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
ABHCO Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
ABHCO SA-342 Gazelle,AEROSPATIALE,SA-341 Gazelle,,,Rotary,,Turboshaft,Single,10.50 m,11.97 m,3.15 m
AEROSPATIALE SA-315 Lama,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
SUD SA-315 Lama,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
SUD Lama,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HINDUSTAN SA-315 Cheetah,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HINDUSTAN Lancer,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HINDUSTAN SA-315 Cheetal,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HINDUSTAN Cheetal,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HINDUSTAN Cheetah,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HINDUSTAN SA-315 Lancer,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HELIBRAS Gaviao,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
HELIBRAS HB-315 Gaviao,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
EUROCOPTER Lama,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
EUROCOPTER SA-315 Lama,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
AEROSPATIALE SA-315 Lama,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
AEROSPATIALE Lama,AEROSPATIALE,SA-315 Lama,,Three-blade main rotor,Rotary,Three-blade tail rotor,Turboprop,Single,11.02 m,10.26 m,3.09 m
AEROSPATIALE Mohawk 298,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
NORD Fregate,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
NORD 262 Fregate,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
NORD 262,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
NORD Mohawk 298,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
FRAKES Mohawk 298,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
AEROSPATIALE N-262,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
AEROSPATIALE Fregate,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
AEROSPATIALE N-262 Fregate,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
AEROSPATIALE Mohawk 298,AEROSPATIALE,Mohawk 298,Narrow,High wing,Fixed Wing,"Regular tail, low set",Turboprop,Multi,22.60 m,19.30 m,6.20 m
AEROSPATIALE SA-330 Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
WESTLAND Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
SUD SA-330 Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
SUD Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
NURTANIO Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
NURTANIO NSA-330 Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
IAR IAR-330 Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
IAR Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
ICA IAR-330 Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
ICA Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
AEROSPATIALE SA-330 Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
AEROSPATIALE Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
AEROSPATIALE CH-33 Puma,AEROSPATIALE,SA-330 Puma,,Four-blade main rotor,Rotary,Five-blade tail rotor,Turboprop,Multi,15.00 m,18.15 m,5.14 m
AEROSPATIALE SN-601 Corvette,AEROSPATIALE,SN-601 Corvette,Narrow,Low wing with wing tip tanks,Fixed Wing,Cruciform tail,Jet,Multi,12.90 m,13.80 m,4.20 m
AEROSPATIALE SN-601 Corvette,AEROSPATIALE,SN-601 Corvette,Narrow,Low wing with wing tip tanks,Fixed Wing,Cruciform tail,Jet,Multi,12.90 m,13.80 m,4.20 m
AEROSPATIALE Corvette,AEROSPATIALE,SN-601 Corvette,Narrow,Low wing with wing tip tanks,Fixed Wing,Cruciform tail,Jet,Multi,12.90 m,13.80 m,4.20 m
AEROSPATIALE - BRITISH AEROSPACE Concorde,AEROSPATIALE - BRITISH AEROSPACE,Concorde,Narrow,Delta wing,Fixed Wing,,Jet,Multi,25.60 m,61.66 m,11.40 m
AEROSPOOL WT-9 Dynamic,AEROSPOOL,WT-9 Dynamic,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.00 m,6.40 m,2.00 m
AEROSPOOL Dynamic,AEROSPOOL,WT-9 Dynamic,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.00 m,6.40 m,2.00 m
AEROSPOOL WT-9 Dynamic,AEROSPOOL,WT-9 Dynamic,Narrow,Low wing,Fixed Wing,"Regular tail, low set",Piston,Single,9.00 m,6.40 m,2.00 m
AEROSTAR (1) 600,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
TED SMITH Aerostar,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
PIPER PA-60 Aerostar,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
PIPER Aerostar,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
MACHEN Superstar,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
AICSA Aerostar,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
AEROSTAR (1) 601,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
AEROSTAR (1) 600,AEROSTAR (1),600,Narrow,Mid wing,Fixed Wing,"Regular tail, low set",Piston,Multi,10.41 m,10.61 m,3.70 m
AEROSTAR (1) 200,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20J 201,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY Super 21,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20G Statesman,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20A,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20F Executive,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY Mark 21,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20E Super 21,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY Master,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20E Chaparral,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20L PFM,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20D Master,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20R Ovation,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20C Ranger,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20S Eagle,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20C Mark 21,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20B Mark 21,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY 201,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20J ATS,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY Allegro,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY 205,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY ATS,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY MSE,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY Chaparral,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY Ovation,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY Eagle,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
MOONEY M-20J 205,AEROSTAR (1),200,Narrow,Low wing,Fixed Wing,"Regular tail, mid set",Piston,Single,10.70 m,7.10 m,2.50 m
